Stock_A,Stock_B,Stock_C,Stock_D
113.0840147429955,135.49190310545546,105.7051895557603,157.3098314539873
115.17553968112837,132.92170269393063,107.29158082383228,157.53837632947418
114.21132408934304,130.89932207550984,106.1620441019917,160.17473718635543
112.34251640825389,128.82311099936248,104.477568477043,160.42212413743022
114.58139125590606,130.21124404083443,105.7411798177193,162.65905447022018
115.75453423160029,129.27375955966065,104.28842250447579,161.84718454315234
114.70648425124924,128.57597133115613,105.80663808542505,161.2477323771372
114.31455254188411,130.3170576724994,105.09081593170522,163.08438498635786
112.12396804302897,131.44112554208598,103.65346268442347,161.13382918920402
111.50752092904067,129.26512896416875,104.2199644010101,160.21963282103988
112.8505889092176,130.68343161944748,106.17260049643333,162.24848190562028
112.00600870124168,132.85980809289407,105.5778267415146,164.7244817072474
111.4063350856147,132.58301816970675,105.74776120603443,164.0011092703378
112.05201123976083,133.2639243834127,107.83770652410578,164.94576855817635
112.4488957938331,133.6882491754649,108.0015156393137,165.77783665962713
114.28300547687468,131.04519420847208,108.57853725080452,167.00792803412008
112.33318165584794,130.71254762232556,108.56903042268593,166.27373767801402
111.20948112931259,128.56423491464088,109.73762730940318,165.08467524009453
111.29401086205489,127.48900264538759,110.37033543745318,162.6159847611317
113.38286723434011,126.74155931706845,108.49136309954396,162.80937640111998
111.49691433372148,129.2115296704239,107.32189411348071,164.37567687539328
110.00888769567278,128.31161421915274,106.32207453327925,161.3232121208468
111.340782171102,130.10923147424657,107.67890498697918,159.68430240365203
112.47377764731989,128.1687644446899,108.39740643534368,162.40724255137948
113.03765936974807,126.61610076997715,109.3738964635472,160.0072029135737
111.53423834734055,129.04757460269616,109.00775065959901,161.76731855599823
113.18191607385357,130.80772767128437,111.13482325019977,163.35329011639743
113.04075925825413,128.19336620750727,109.45256872977056,163.06231625966967
111.15783639653509,130.44907022429527,107.31308057817043,165.52149291897277
110.13153841135309,127.94203806855249,109.36347575185883,166.0917100722975
110.11336527260187,126.64902993820775,110.55123978197888,167.02353228450048
110.6838300609214,127.9569720228563,111.97552640642887,166.30066064123199
110.4549017181444,128.98595718514676,113.13680419871389,169.07340693843824
111.67483580202641,131.13836756687306,114.9112284516722,172.06217438304324
113.58384416153282,133.3482673612029,113.55014333883994,174.2797218859026
113.8857111700897,135.37296426346333,111.28905480537688,171.83184229224926
115.38608368660964,134.22895985044147,109.56534353348279,175.12894795206014
113.41405344797215,132.92943924857764,108.15451870900426,174.96961804756128
114.13302511126922,133.67678167055675,107.12356114037199,172.5235523698334
114.31759032094128,136.05404041930143,107.56549481914686,175.49744017836008
112.04324372479583,138.22686469328787,107.73013855864899,178.78538022312725
110.29838493394774,136.4150712467139,108.85478430928545,182.32229128097632
108.42978303284205,135.33826904661186,108.20531845117179,183.89155076976235
109.19741303509467,136.0651199002948,108.4478893712835,181.88651094620747
109.25807354154244,135.6471963370274,109.36190200139828,182.96372565837046
108.26940026604967,135.84142694898756,111.23073742592601,180.03761891886205
107.86040573102665,138.55338920159423,110.5011005639809,182.3595274623355
107.58117035300167,141.15991010431878,110.21354308320375,183.0735731094585
109.69200122922888,139.99482576260561,109.24594287359673,183.24561452781472
107.93348213206006,137.42387003057584,109.64203374013677,183.4150759379743
107.90433350123368,136.86789296820322,110.23329286972472,185.9101657704421
107.14396060928789,136.8349389143561,111.31115695763347,183.90176291369409
108.27222886876126,136.66567296109315,111.49779701623098,184.48035525643195
109.14649065642759,139.32177739862792,110.76151687826426,185.45069565238185
111.07535282116167,138.9931543912458,112.6339285133194,184.6232340631361
112.0599001790189,137.54169373348319,110.61815611084317,183.75081221949736
110.23128992206226,139.3976826712534,111.92255120296858,185.85603815878346
110.92040320057163,140.65279524718437,113.28729733385043,188.06467132670159
112.0503719289372,142.90724326596663,111.90694009112828,188.8458032331625
114.25437941004947,145.32203892293143,113.29911289172583,186.18918366921352
116.46677152088887,148.08697101262314,112.17406968807222,185.47455749821108
114.75094548219636,149.62728900629708,111.19500944093235,185.93341753202213
115.96327258271228,148.23870561159933,111.54270879528977,189.43809009620307
114.70385921871703,148.35524748226197,110.0498069814224,191.86620976924846
112.96034022303049,147.31076649749357,108.01116850714462,192.60442357340997
112.06331708636044,150.17482120998497,105.87155309479576,192.23594604731542
113.56654348040958,153.14238965416922,105.5397276437187,189.32246664315034
114.71606292222054,153.75487583503406,105.3139637650479,191.2410486969001
116.29206896547961,151.76322436640334,105.70666293768062,194.88456590198436
116.11393376201757,150.24847887752205,107.0949428405188,195.4145489631797
115.91016094550343,148.93328494512414,106.05308204574567,193.6209245293262
113.74702404498312,150.25183074540996,105.37154066512612,196.00580565354767
114.33890871808288,152.93715965883197,104.09753556301408,195.01924019967507
112.78733815299654,155.81779091801627,105.97603848298978,194.450106941233
110.99972187787422,153.14956328343737,104.08685291783101,196.38801520296917
108.81640028413031,153.56811854743935,102.43918904261781,197.31593510865517
107.48230788975162,152.28163868001454,100.85149880731913,200.52916421374758
107.33111881355386,154.8789968704836,101.39098707292507,203.28188254471962
106.94421643930339,157.6253526869233,100.63042690118671,201.39969757683073
107.20224488795918,157.7223225799164,101.48060454278136,201.2497736190078
107.8771410935123,157.58833356007256,100.14791626544243,200.90734063290122
107.15672660166379,154.48540689540766,99.70553213179136,197.68261720185356
107.18692274412281,155.61148939029044,100.86064879037927,195.7783112589234
106.54785317104455,155.54310675533299,99.24947787338378,192.20398544054075
108.42795062612285,156.63162023047568,100.56431290054742,191.65092620157466
107.05773657303062,154.93180498949428,100.62769321161346,191.0585309564833
105.65841034695927,152.47610174822913,99.33058704124498,188.89218234092485
103.96915189122278,153.76628306576092,98.91294097555311,190.2276163194956
103.1465234058859,154.17744256306742,100.22944205355627,189.05668206651703
101.37404289472227,155.93096777536496,101.36922911125991,187.59697754527465
100.7339242515281,155.8937469350324,102.89948229423534,190.53841790595976
101.04621048006206,155.60364210683142,104.59730172417338,188.72930726856734
99.64663588387056,157.63472987828658,103.9922266968456,187.2158220299547
101.32466271380747,155.6676388836029,104.44237290653979,189.05133103896048
102.28927762609734,157.9080514759607,102.35446561804142,188.7607123225244
102.28921851919289,158.79654613866492,101.6168368459476,192.08372016840084
101.9611047804932,159.63540052835103,103.62975064146724,193.82982516181477
101.90236665187241,156.87396407335984,102.87806513289861,194.36381285616142
101.3112600268285,158.92464585170967,103.78478734946928,194.08191495863517
101.21188845119092,156.4748618790727,103.08886322962717,191.06548642098772
100.16598143970234,154.14070070720427,103.0862582210144,192.5680756572899
100.89583345225677,151.09839223103873,103.17426369578557,195.26949056221483
100.18765242029188,148.23039686810515,104.10705366190436,195.68940910515246
100.18385050450316,148.37466609602038,104.94058381798567,195.86717499092725
99.4601852987617,149.7826813758674,106.03404159377624,191.95103537916228
98.03923662095882,151.02257049264944,108.13334919796256,188.85480508598818
98.55371494656492,151.25149514817875,107.6972463772155,185.68491453639325
99.9663099774605,148.95739573522636,107.12357147425745,183.11941390716225
98.51253276897899,146.97190248973027,107.90860218219353,181.46949369383216
100.36085071309671,145.53735017869678,109.33435201182742,184.66993443578346
100.97224018336006,144.2797195405459,109.19412586984585,183.53998696311453
101.4150920610316,144.86035513411065,111.18459357373982,185.1663279710913
100.48339103669028,144.39287874730655,111.27621318925992,187.70271636613896
100.49131550547871,145.4011305147285,113.2810918403453,187.8961989563104
100.73756340585003,144.27736404735938,113.95072795678026,187.54221197714003
102.16968259063947,146.66439576844445,116.07260372074548,183.83891605311908
103.28881111854614,148.4493279432487,117.8725905924594,186.74030458863626
102.49334840282995,148.43186357665832,116.49093247822199,185.76813470107493
104.11301484285539,151.1070965419987,116.27635267834577,188.7143327023897
104.35920380563958,151.5914262334579,118.04112452192474,185.48107674213924
102.79439504962188,153.36583549613346,120.32696752251148,184.80250033676865
103.00410708299854,155.17637740107324,120.44007986693394,184.48372337331355
101.57893897428575,152.73326716182115,118.76084907835167,182.0552340517958
102.03291133348577,153.77981997578055,117.16004262434697,178.50786146166692
100.76284178194206,151.22535250240378,115.80403720858493,181.1860921214236
100.6064679950267,153.52301354508685,116.60799198211166,182.5679304208463
100.63487887266346,152.3532303277388,115.14748912625609,179.8844451353877
100.64981175030267,153.77492055936264,115.19884357443333,178.498127875592
101.10192050838272,154.4303528528675,116.08456085416807,177.66703900809514
99.21974125521926,156.3296811430073,114.75707506011861,178.07658191529075
99.74739393798109,154.89892349879494,114.56074502952623,180.5055532681017
100.95423637493015,157.22536397106518,115.94497451628254,179.36954960155222
101.37191161435271,156.7375089621752,115.57823275048602,177.3868739678609
101.49563655743846,154.95642979487448,116.7418015431706,174.5367916247435
99.56267024335115,153.04600718220172,118.39834624035991,171.96939017308577
101.31252953309759,155.20320377018461,119.15488897797431,171.80806384048677
103.2236981894608,157.20528113158585,117.14130932430454,172.1734946889789
102.92792886947288,156.18043970349026,115.66858215979258,171.32419774879477
104.95815431222987,157.74766033591212,117.33661702057917,173.84865023483982
103.87806117974655,157.2292294482792,119.32981261179945,171.17042642898122
102.89636145272569,158.56045216956807,118.75250505716346,173.80170441248075
100.83910745804651,160.76421889653355,118.64611517231575,170.82990031604032
102.44762452822214,159.72609521591872,117.39833879666341,169.34533470273874
104.12987178113089,161.06496444013294,116.88857438019463,167.50030560899148
103.9422737138726,161.707719299557,115.18121401679204,170.83325878727436
103.0398377040512,163.04777253550313,113.96883878690738,169.45311042419115
102.73544787640404,160.30695413279193,116.11862272186983,169.2998220978815
101.60599421745877,157.30854306576774,114.49469529492012,171.69466979831995
103.16382055898221,157.6468314854745,115.13478792969836,173.01737224659973
104.35552420739603,160.7270491641981,115.64847394153276,173.6730007691383
104.08661369559478,161.05874767146733,113.7540468964442,172.9601928250813
105.40893221652823,161.19339276617052,112.02323630155541,172.66574167879324
104.95825622591789,162.39986839874217,111.95135003945546,170.63129715815856
103.38963478120819,162.96046776948808,113.59976281699005,172.52024126305955
102.5617549120787,162.3702663540701,112.2892656717151,175.08319024197627
103.25966282982789,159.18580769187759,110.95459077005336,172.9243761364284
102.66846215294314,157.56151400880748,109.06714205874489,170.07970694423085
100.70743044895933,158.7738875421858,108.39471969527771,172.6146244737053
102.13307850405789,160.9262493653434,110.4728911979671,170.42048744605998
101.16784004795717,161.55061271855746,112.58770606250737,168.59270461076454
101.7993328798223,159.07701998982645,112.42453715452537,168.1216114533422
102.16395614946376,156.19211079898332,112.2773209314206,170.2655982656904
101.93981437222855,155.63290865179897,114.16069664515602,172.39810070875248
103.91798536493641,156.23862286575735,115.23867849387362,173.79645538008344
101.94345149253267,157.97242608818368,114.0335191772496,175.8738325000836
100.64498784564236,157.08655810370337,115.7478135824566,174.36137735879146
100.78957813647567,155.25997745252513,118.02941402361179,174.37443340104642
100.38405296630187,156.54363052374373,118.32578565626734,171.38796141340703
98.89290715940729,157.37228184106814,116.18144715941547,171.44926494040843
100.67343756697844,160.3571245219073,114.65237063884825,174.02147038572224
101.23628489487974,157.15003688833184,114.16430911233857,173.34185753461733
100.42013193582022,158.513564583278,115.70134790850106,171.6702360409437
102.33035847486363,156.46473500818982,114.49194697870749,171.1159002045605
100.3969535915376,154.05976676416043,115.40455331172495,167.94638570843705
100.04773007651453,155.75759840470266,114.96734106790085,170.20623723500321
99.32050666530763,156.84408763454024,116.5952807349994,171.0756938172863
97.80984024468486,158.93924914213162,117.71921611368677,168.74126057321763
97.33332378178135,157.37134874858535,119.35324091836084,170.28160396109334
98.04621897079689,155.08246369824235,120.47197597885288,169.07631793603773
96.52964293287536,152.50940537989092,118.74120294062446,171.29798023448518
97.79602036677245,149.83504560358108,119.37575237966463,169.24044633284507
96.9513312451302,151.93165906316955,118.03048771232658,172.12346866775928
96.20427408925029,152.8106082714849,119.306660587326,173.27809221712937
97.10732996302215,150.56037293031176,119.65503936688847,170.2131747084476
95.83337411758524,149.83867464474096,120.46787379126808,172.80330354652688
94.47261289312333,152.142356921567,120.22060701917049,172.17222561664758
94.18351492471486,153.48013879523876,122.44290003637289,169.37825213568195
95.66633937312301,154.6268685750282,124.3910686126338,171.89531892060998
95.34659011001385,154.99812719777776,125.43650965131624,172.45425038920436
95.81739029742259,152.82798675042682,127.11230330597647,171.3322931606735
94.5395224767799,154.31849273500436,129.0678071438366,169.22344197070942
95.98974482022962,156.74185521228588,130.18729630381182,171.0569024379116
94.86300970149294,155.89198783744965,132.60219931046015,173.10368808755123
96.00425472478233,154.0051603146518,132.65110743199102,171.22695322137562
95.90525675203054,156.1195157310966,132.52497046482432,169.08243775553552
97.702347267547,153.76392899474877,130.6026395600033,172.33588916359597
97.48822786860015,152.2483349436191,131.97552906089714,170.19585108682628
99.42908521120184,150.62045884175504,130.57687561799608,167.92445155403325
99.28947631033799,148.69441062430653,131.62574295784842,166.9955862543589
99.04827890987609,151.07405275922346,133.6674568699142,168.03308409522955
99.19741438026611,151.1901472714955,133.7280879571529,166.15912147210062
99.36411882506698,153.18007805159695,133.2138209584936,167.209076391373
99.26183837720761,151.3868406610988,135.46824968198808,168.99082472902566
99.72781167416383,152.62216426813953,135.102022007443,169.93917408985948
98.73374491822163,149.79639919068188,133.00284293495199,166.6474998525429
98.36935284301374,147.15968490223435,131.55067048113702,163.82885035728881
97.61982579163002,147.54039685108555,129.49806848948626,163.95247600241515
99.52860883847745,146.41764012103422,130.4825128296669,161.24039741739458
98.68489092750679,148.43542894998868,128.41186274894488,159.17838646696165
99.99371669468972,151.15470286949477,127.6116264295829,160.1367903373449
99.59996067672876,150.32032354381133,129.56929810622086,157.35083520625457
101.17727264266733,150.08549751749393,131.8173285538591,159.80881609285458
100.7985686304658,147.15215637078074,130.7312400628074,161.0019411304998
100.37518894380246,145.66320873736936,129.19645946474446,158.29775675122892
99.32576057979765,145.86964204795547,127.35871813707193,157.0682529259893
98.70105672157312,147.5529089342454,127.6049536794739,158.88223274203625
98.40262854217839,144.73709884636858,125.66706776688423,158.30045163885652
99.08891374982329,143.34003330472322,124.66756543625459,157.0233195124825
97.68563256729527,142.24819612981258,126.00682727120274,155.02360553237983
99.30643196164556,144.20810747304486,124.5848711239588,156.89671105747885
98.31848558782679,145.2621654562004,124.62981685610627,156.85012207752317
97.41915960982789,143.70034200545624,124.50678850305283,155.79991790507637
96.90212990219798,142.40373425207278,126.59772082232695,157.74729439724393
96.44316999982398,142.92152243682338,126.56314331551883,155.17651859931706
94.68435596420834,143.15373656780218,125.9444718166334,158.11688068944488
95.76379471964607,141.73229838747847,124.28578794020417,157.24849917159108
97.20311551709935,139.9452998934216,124.76570477900879,158.1801586872219
96.80576733971684,139.06824595199384,124.38193135394297,158.68449493635592
98.12138702715879,141.68768656947137,126.80393942918332,157.39867812652912
97.38799216928548,141.59098567924246,126.03204210222636,159.9789128184815
97.14284473161449,139.7342816363547,128.38194121763152,160.14505435371626
98.17371829903774,140.61239659349104,129.90766284812787,163.026392796286
100.05164364616344,142.50848156460523,131.22712836474975,165.66413279205972
101.54264436884097,144.85215054506043,133.31812258974773,163.6651986698923
100.05529476171877,145.2604843674497,135.5739916454652,165.12329583182867
99.44540938499482,144.87258116675173,134.8610381435612,162.88466745689544
100.9574442203772,142.90429834215328,136.72005526214411,162.7427782187745
102.48103553692076,142.735680893781,136.4879880265965,160.8296530897943
103.73560185289597,140.02702234106724,138.74334659623602,159.9667515395395
105.55285722091963,137.50880043719607,136.79737641278737,159.30937548046919
103.86275608722318,137.63959714141987,134.17955684382812,157.4151907568918
105.53046129762966,136.11741536952002,134.08614568664942,156.83003031894043
104.29843805864346,137.5717724387693,133.11009882738824,154.73931620180358
105.30218663844379,139.0946064173411,131.06306601686885,155.39724885679405
105.44540974438867,138.3352116067289,129.4142296611913,153.97710909704026
106.83841501037088,137.35565703649667,131.12045787631536,154.44738595129007
106.20276319241205,136.68163825379048,129.82006239612554,154.39032344216997
107.54137042797115,134.92412582783683,131.1306205904695,152.46280571829882
106.31308783199218,132.78357718185745,129.3018603186435,149.82148895729532
105.06109958970094,131.9084461682192,127.45014399802224,152.1673498438812
106.13271715007569,130.3618077922328,127.50687978353912,154.38419008243866
106.62340696204018,127.85103704557235,129.76051435516922,155.7811985092279
108.172008962283,128.011736175073,132.17956430782164,155.94654238480882
106.64723927237767,126.78723210226205,132.37764664170822,156.62093363531815
105.31679078478761,125.66141897269121,131.92102495451283,154.60273053523596
104.41872301435389,125.92119051705757,132.50720602185206,157.65178173290965
103.17451288847066,125.9039782870059,131.53140963325131,154.64766179884262
104.02320543288951,125.23725839200394,133.93505960158808,155.9280294139014
101.96001497409704,124.36046558189452,136.2820716644385,155.74223072662917
100.04540669693205,123.18331828705459,137.95747475998525,153.86094736875245
100.75992198297709,121.17202638537003,135.72272463411122,156.29543368395002
102.00665983836541,118.76808227013117,136.4252054826878,156.33244044445465
104.04235319950303,119.71681484394898,135.79169904567408,153.9773189644371
104.20628952611713,118.48770858407794,133.63200551093146,151.38881496243823
102.98794097101934,119.95054211156292,132.6561298056488,149.21743091883138
102.11633332898414,118.73812947693486,131.54449413805105,146.93655129206493
102.31386778207796,118.91737432800655,129.87612720727364,145.6261394824996
103.24531501744761,120.35121067376915,128.3834953252127,148.21869930193174
101.94352779495146,122.46600650492307,128.09177803835587,147.35331708046107
102.3218306008695,121.24235400273119,128.27795489221938,149.10647112757044
100.40691174613919,119.67895775852453,129.53110084421107,148.44382219836112
100.00395001230444,117.33484007896733,128.35380546032286,149.22257061186423
99.53172007876299,117.24826181496344,126.65145754886993,150.3038802403635
97.59362506783246,117.03622522904675,128.75103783630433,153.1362077451586
97.90685908659523,118.52163768783434,129.2997775154718,153.60247542610233
98.04701734857724,117.72067567573693,131.08448085846248,154.51674218332278
99.70042188185548,117.45794201371388,133.3077104504231,153.3494123182706
100.18416429388057,115.74734828449886,131.6906128070844,151.8940670051575
